code,name,industry,area,pe,totals,outstanding,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
600639,浦东金桥,园区开发,上海,53.42,65664.88,92882.5,1059042.75,256854.16,63607.3,82525.61,0.89,0.344,5.18,4.73,19930326
002698,博实股份,化工机械,黑龙江,56.57,10692.99,40100,196302.31,167804.52,16464.17,46896.46,1.17,0.406,3.96,7.72,20120911
002696,百洋股份,渔业,广西,47.64,7990.91,17600,173552.31,110784.25,41272.1,46820.73,2.66,0.207,5.29,2.48,20120905
002201,九鼎新材,玻璃,江苏,381,21766.63,22848.8,165067.06,80133.11,59101.3,8691.38,0.38,0.024,1.86,6.59,20071226
000779,*ST派神,纺织,甘肃,324.12,16012.19,18644.09,59716.26,29229.85,6704.85,32179.5,1.73,0.033,1.51,9.34,19970528
300281,金明精机,专用机械,广东,61.11,5250,12118.5,97769.38,51666.32,16114.92,34276.23,2.83,0.303,5.4,4.56,20111229
000060,中金岭南,铅锌,深圳,43.2,206104,206294.09,1475399.88,462932.56,399182,38202.18,0.19,0.199,3.06,3.74,19970123
603126,中材节能,环境保护,天津,55.17,8000,40700,293686.63,182143.13,52462.95,12497.71,0.31,0.25,3.15,5.04,20140731
002106,莱宝高科,元器件,深圳,280.75,67306.63,70581.61,484379.31,250333.2,158130.91,207783.98,2.94,0.038,5.76,2.45,20070112
002681,奋达科技,家用电器,深圳,104.69,7500,34312.1,140235.25,110999.42,16620.4,29177.18,0.85,0.317,3.52,12.58,20120605
002081,金 螳 螂,装修装饰,江苏,26.82,167893.95,176220.56,2004026,1819604.38,93305.05,15882.98,0.09,0.747,3.76,7.11,20061120
000937,冀中能源,煤炭开采,河北,400.85,220706.56,271811.28,4324257.5,1586818.38,1371327.13,506949.81,1.87,0.015,6.78,1.18,19990909
002239,金 飞 达,服饰,江苏,329.68,42210,42210,79625.71,33093.76,19420.25,2998.58,0.07,0.04,1.48,5.41,20080522
000419,通程控股,百货,湖南,37.24,54329,54358.26,349239.22,170983.44,115793.65,48366.57,0.89,0.162,3.32,2.42,19960816
600509,天富能源,火力发电,新疆,26.36,83869.65,90569.65,1355294.38,386143.59,440396.91,256342.7,2.83,0.305,4.78,2.24,20020228
600487,亨通光电,通信设备,江苏,25.66,38375.64,41375.64,1223671.25,799680.69,246961.91,176980.06,4.28,0.64,9.7,2.13,20030822
002409,雅克科技,化工原料,江苏,53.69,8253,16632,154239.66,118585.05,25651.01,75144.25,4.52,0.288,7.62,2.71,20100525
300370,安控科技,电器仪表,北京,255.12,4924.95,9723.13,78581.05,62641.43,10488.01,14429.25,1.48,0.119,4.03,10.02,20140123
600000,浦发银行,银行,上海,6.15,1492277.75,1865347.13,395664192,0,966900,6063900,3.25,1.866,12.4,1.23,19991110
002291,星期六,服饰,广东,85.1,36335,36335,275447.19,233247.59,15115.62,78902.11,2.17,0.079,4.48,2.01,20090903
600831,广电网络,影视音像,陕西,72.42,56343.85,56343.85,482570.16,63531.23,328121.78,43283.18,0.77,0.159,3.13,4.91,19940224
600183,生益科技,元器件,广东,22.47,142301.81,142301.81,831433.25,491713.59,269680.25,107455.77,0.76,0.362,3.08,2.64,19981028
002071,长城影视,影视音像,江苏,148.75,17915.71,52542.98,117191.21,87611.56,601.16,-29333.39,-0.56,0.13,1.33,15.8,20061012
002494,华斯股份,服饰,河北,30.21,12395.07,17423.9,214032.66,116766.07,30206.2,88263.7,5.07,0.56,7.99,2.06,20101102
601208,东材科技,化工原料,四川,45.33,56607.32,61576,285304.56,114783.8,105428.97,115819.3,1.88,0.167,3.48,2.89,20110520
000536,华映科技,元器件,福建,57.12,25052.75,77910.28,1043648.38,748821.25,212487.88,84173.68,1.08,0.321,3.6,5.09,19931126
600019,宝钢股份,普钢,上海,15.85,1642427.88,1647102.63,22919710,8003525.5,8247411,3319483,2.02,0.304,6.89,0.93,20001212
600539,狮头股份,水泥,山西,0,23000,23000,92859.96,13404.88,4701.31,54635.78,2.38,-0.056,2.16,3.83,20010824
600101,明星电力,水力发电,四川,21.53,32417.9,32417.9,271706.41,49333.8,149166.8,45848.56,1.41,0.352,5.65,1.79,19970627
300283,温州宏丰,电气设备,浙江,85.76,6499.54,13812.04,71662.18,52645.66,15897.2,29005.14,2.1,0.169,4.05,4.77,20120110
600448,华纺股份,纺织,山东,106.6,31980,42236.41,211916.52,134484.88,43440.51,64979.11,1.54,0.06,1.94,3.8,20010903
002172,澳洋科技,化纤,江苏,0,53754.96,55934.89,239184.45,68248.03,150776.19,46645.12,0.83,-0.186,0.93,9.94,20070921
002672,东江环保,环境保护,广东,53.72,12657.33,34783.67,447582.84,206711.19,78272.77,86102.56,2.48,0.565,7.2,5.63,20120426
600331,宏达股份,铅锌,四川,0,103200,203200,1079385.88,560502.06,233255.84,308097.25,1.52,-0.16,2.17,3.4,20011220
002687,乔治白,服饰,浙江,42.63,6961.27,23656.8,113767.96,57925.21,27644.1,48167.26,2.04,0.211,4.08,2.93,20120713
002585,双星新材,塑料,江苏,67.14,28100,55179.05,579905.81,321282.91,198192.44,380227.56,6.89,0.2,9.27,1.59,20110602
600218,全柴动力,农用机械,安徽,104.83,28340,36875.5,257736.42,153630.63,86471.97,46448.82,1.26,0.092,3.88,3.32,19981203
600645,中源协和,生物制药,天津,342.18,32486.23,38625.53,151643.25,89860.53,18355.51,29049.48,0.75,0.131,1.48,40.47,19930504
603939,益丰药房,医药商业,湖南,51.61,4000,16000,125095.06,89328.61,15547.82,19773.6,1.24,0.879,4.92,9.22,20150217
600815,厦工股份,工程机械,福建,0,95897,95897,1122140.88,879014.31,140939.98,201760.13,2.1,-0.109,4.13,2.24,19940128
600886,国投电力,水力发电,北京,11.18,678602.31,678602.31,17350384,1774472.38,11686279,645999.88,0.95,0.684,3.27,3.12,19960118
002578,闽发铝业,铝,福建,88.64,8903,17180,133777.92,61750.01,27794.4,58007.03,3.38,0.165,5.71,3.42,20110428
603308,应流股份,专用机械,安徽,60.36,23982.11,40001,452943.81,220033.91,148394.92,75580.36,1.89,0.24,4.51,4.13,20140122
601777,力帆股份,摩托车,重庆,30.32,97414.31,125762.4,1882604.38,995534.81,306433.38,334803.22,2.66,0.255,5.78,1.78,20101125
300180,华峰超纤,化纤,上海,37.8,11531.3,15800,169789.52,64899.01,69970.43,77735.15,4.92,0.522,8.79,2.99,20110222
000609,绵世股份,区域地产,北京,812.17,27412.69,29809.55,199070.67,168062.41,4264.47,1206,0.04,0.016,3.91,4.57,19961010
002370,亚太药业,化学制药,浙江,98.26,14417.91,20400,79135.78,43508.3,23950.89,34546.32,1.69,0.137,3.6,4.99,20100316
000423,东阿阿胶,中成药,山东,21.11,65377.33,65402.14,681359.69,500912.5,76704.71,71801.74,1.1,1.411,8.39,4.73,19960729
300343,联创节能,化工原料,山东,252.17,2888,8000,96245.18,52128.23,13229.24,22356.57,2.79,0.163,5.93,9.26,20120801
002620,瑞和股份,装修装饰,深圳,39.98,9100.98,12000,197848.8,167602.16,15324.54,56274.25,4.69,0.375,8.49,2.36,20110929
601958,金钼股份,小金属,陕西,145.25,322660.44,322660.44,1582563.63,677030.13,295446.22,674416.5,2.09,0.054,4.1,2.56,20080417
000701,厦门信达,综合类,福建,50.37,24024.32,31088.4,1153926.13,1032570.69,52392.59,79862.96,2.57,0.23,5.55,2.58,19970226
002540,亚太科技,铝,江苏,41.16,25167.34,41600,273633.06,183360.19,55793.1,133500.31,3.21,0.533,5.93,3.7,20110118
600501,航天晨光,汽车配件,江苏,95.14,38928.35,38928.35,415924.78,262445.13,81195.2,49995,1.28,0.12,3.12,4.9,20010615
600251,冠农股份,农业综合,新疆,37.78,36210,39242.1,340972.84,147304.88,90244.15,76712.4,1.95,0.42,4.78,4.2,20030609
603969,银龙股份,其他建材,天津,36.36,5000,20000,125578.32,0,0,0,0,0.658,5.17,4.63,20150227
600517,置信电气,电气设备,上海,90.89,111366.89,124452.22,506524.94,384986.56,46938.06,24982.7,0.2,0.111,1.73,7.75,20031010
600345,长江通信,通信设备,湖北,53.45,19800,19800,162868.66,86465.65,5769.25,34790.85,1.76,0.243,5.68,3.05,20001222
000760,斯太尔,汽车配件,江苏,9516.01,23685.23,55131.76,232388.22,141152.47,18185.81,111718.92,2.03,0.001,2.9,4.66,19970627
601669,中国电建,建筑施工,北京,16.74,330000,960000,27942420,17345760,4610640.5,1045157.81,1.09,0.346,3.71,2.08,20111018
000004,国农科技,生物制药,深圳,0,8387.54,8397.66,28303.85,21137.11,3876.37,61.07,0.01,-0.066,0.84,22.96,19910114
000333,美的集团,家用电器,广东,10.95,223971.95,421580.84,11582287,8317005.5,1959097.63,1300536.75,3.08,2.124,9.03,3.43,19931112
600316,洪都航空,航空,江西,1060.49,71711.45,71711.45,825777.94,479932.69,78925.21,345330.84,4.82,0.022,6.79,4.57,20001215
600130,波导股份,通信设备,浙江,90.5,76800,76800,116178.65,82875.86,10498.8,45592.21,0.59,0.056,1.13,6.02,20000706
002452,长高集团,电气设备,湖南,49.96,15237,26047.33,133654.81,105674.86,19297.55,47906.12,1.84,0.263,4.42,3.96,20100720
600018,上港集团,港口,上海,24.84,2275518,2275518,9039436,1728277.63,3337422,693396.94,0.3,0.206,2.28,2.98,20061026
300136,信维通信,通信设备,深圳,97.75,19778.08,27225.9,98245,53634.3,26656.64,31165.23,1.14,0.18,2.46,9.52,20101105
002142,宁波银行,银行,浙江,9.35,287241.59,324982.84,53792024,0,328960.69,1059962.75,3.26,1.59,10.05,1.75,20070719
002008,大族激光,电器仪表,深圳,27.81,95620.15,105558.07,802010,552324.56,127231.6,71983.21,0.68,0.501,3.78,4.92,20040625
600719,大连热电,供气供热,辽宁,0,20229.98,20229.98,109689.86,27300.76,69820.78,30447.3,1.51,-0.136,3.41,2.87,19960716
300258,精锻科技,汽车配件,江苏,27.78,16592.81,18000,153510.45,43789.14,67935.15,57561.7,3.2,0.503,6.35,2.93,20110826
002205,国统股份,其他建材,新疆,44.49,11615.2,11615.2,182758.45,125810.56,45106.32,52237.48,4.5,0.331,8.16,2.41,20080123
300382,斯莱克,专用机械,江苏,48.66,1439.92,5323.7,79107.68,68364.42,8123.02,23729.48,4.46,1.07,11.07,6.15,20140129
002595,豪迈科技,专用机械,山东,27.52,21839.64,40000,291430.69,163914.47,94912.21,90634.4,2.27,1.256,6.4,5.4,20110628
600151,航天机电,半导体,上海,308.18,120469.53,125017.99,868663.81,434049.94,257671.91,286359.16,2.29,0.029,3.01,3.95,19980605
600256,广汇能源,综合类,新疆,22.51,304605.28,522142.47,3703750.75,684580.69,1156010.38,81814.28,0.16,0.297,2.08,4.3,20000526
000678,襄阳轴承,机械基件,湖北,171.48,30107.63,42907.98,221964.97,97776.9,59980.21,56545.46,1.32,0.035,2.5,3.17,19970106
000598,兴蓉投资,环境保护,四川,31.57,173051.2,298621.88,1215104.88,283073.28,516861.16,178931.56,0.6,0.252,2.5,3.19,19960529
600328,兰太实业,化工原料,内蒙,265.28,35911.8,35911.8,738251.19,162919.38,446859.69,37209.31,1.04,0.034,3.53,3.4,20001222
600746,江苏索普,化工原料,江苏,201.58,30466.08,30642.14,56933.98,11043.53,35605.95,6229.81,0.2,0.033,1.43,6.29,19960918
600346,大橡塑,化工机械,辽宁,0,29034.21,29034.21,302134.59,133187.38,140457.47,59099.96,2.04,-0.41,2.53,3.97,20010820
002105,信隆实业,文教休闲,深圳,1491.96,33500,33500,143357.81,81188.03,46378.1,9442.15,0.28,0.005,1.55,5.84,20070112
002095,生 意 宝,互联网,浙江,429.11,20914.5,21060,57939.86,46168.71,6821.57,3280.26,0.16,0.139,2.3,34.75,20061215
600094,大名城,区域地产,上海,331.73,131283.69,201155.69,2416845.25,2297837.25,46067.26,260345.2,1.29,0.04,2.67,4.54,19970703
000022,深赤湾Ａ,港口,深圳,28.01,46486.73,64476.37,733578.88,111960.7,335688.72,16653.35,0.26,0.569,6.31,3.37,19930505
002559,亚威股份,机床制造,江苏,40.65,14261.19,17600,169704.95,116777.47,36307.25,75753.53,4.3,0.43,7.22,3.22,20110303
600532,宏达矿业,普钢,山东,25.75,16510.25,39623.44,230039.2,53552.17,81249.25,18538.42,0.47,0.295,2.9,3.5,20021031
600307,酒钢宏兴,普钢,甘肃,0,626335.75,626335.75,5395004,2259444,2533735.75,686693.75,1.1,-0.022,2.61,1.56,20001220
601607,上海医药,医药商业,上海,22.48,192293.5,268891.06,6471709,4937911.5,413503.72,1414396.13,5.26,0.711,10.08,2.11,19940324
601636,旗滨集团,玻璃,湖南,34.25,67653.59,83911.57,998556.81,281970.75,481166.91,212371.13,2.53,0.22,4.75,1.93,20110812
600871,*ST仪化,石油开采,北京,0,45000,1414266.13,869142.5,398716.5,367945.31,114679.4,0.08,-0.142,0.85,8.39,19950411
000673,当代东方,广告包装,山西,941.13,20808,20808,12275.07,11422.75,183.1,3324.81,0.16,0.015,0.07,266.14,19970124
600966,博汇纸业,造纸,山东,65.27,60799.55,60799.55,1293335.88,583511.88,666042,198345.5,3.26,0.11,5.83,1.4,20040608
600006,东风汽车,汽车整车,湖北,49.41,200000,200000,2020118.38,1369189.75,313802.38,63859.36,0.32,0.093,3.07,1.99,19990727
000788,北大医药,化学制药,重庆,138.71,55877.44,59598.73,494700.94,275353.19,153779.06,19917.28,0.33,0.094,2,8.68,19970616
002490,山东墨龙,化工机械,山东,607.02,26542.63,79784.84,593121.25,238529.59,186272.91,84950.06,1.06,0.013,3.36,3.04,20101021
000100,TCL 集团,家用电器,广东,19.59,817744.38,1220272.38,9287689,5548030,2025118.25,255246.63,0.21,0.35,1.92,2.65,20040130
002651,利君股份,专用机械,四川,33.57,13280,40100,231844.97,200123.31,16320.72,93659.53,2.34,0.571,4.6,5.56,20120106
000651,格力电器,家用电器,广东,9.16,298621.16,300786.53,15950387,12636492,1446251.75,315139.78,1.05,3.267,13.24,3.01,19961118
300280,南通锻压,专用机械,江苏,446.45,6800,12800,73257.13,40529.05,22453.67,42228.34,3.3,0.028,4.91,3.34,20111229
600577,精达股份,电气设备,安徽,56.15,70956.56,97766.21,492965.44,366667.88,93100.43,89875.96,0.92,0.16,2.78,3.33,20020911
002024,苏宁云商,电器连锁,江苏,0,494071.41,738304.31,8642005,5460839.5,1205028.75,467956.69,0.63,-0.141,3.7,3.06,20040721
000717,韶钢松山,钢加工,广东,0,166952.44,241952.44,1995425.25,561147.44,1297529.13,322707.78,1.33,-0.357,1.43,3.6,19970508
000519,江南红箭,机械基件,湖南,31.97,32711.34,73801.72,469966.44,237487.91,169160.94,131656.69,1.78,0.362,5.22,2.96,19931008
600272,开开实业,服饰,上海,68.68,16000,24300,104774.53,38931.98,20429.64,5859.02,0.24,0.18,1.75,9.43,20010228
002144,宏达高科,纺织,浙江,28.76,13679.36,17676.25,190942.52,71193.4,21290.97,68727.71,3.89,0.538,9.37,2.2,20070803
600603,大洲兴业,综合类,福建,0,19464.18,19464.18,40079.12,8885.69,18752.85,54597.26,2.81,-0.121,0.22,47.02,19920113
600079,人福医药,化学制药,湖北,38.7,50592.05,52877.71,1109380.5,582797.94,196719,205445.17,3.89,0.62,8.72,3.67,19970606
002679,福建金森,林业,福建,140.19,3468,13868,137681.55,121425.3,3187.01,34162.59,2.46,0.11,4.81,4.29,20120605
600057,象屿股份,仓储物流,福建,46.72,29016.77,103625.02,1985654.38,1745250.63,30924.5,18263.48,0.18,0.199,2.34,5.3,19970604
600118,中国卫星,航空,北京,128.83,118248.9,118248.9,944463.38,823125.13,37741.82,161269.72,1.36,0.181,3.52,8.83,19970908
600236,桂冠电力,水力发电,广西,20,112852.67,228044.95,2214229.25,270703.25,1703991,5781.47,0.03,0.26,1.72,3.03,20000323
600091,ST明科,化工原料,内蒙,0,33652.6,33652.6,127608.7,48823.15,1419.95,121787.97,3.62,-0.328,1.03,6.04,19970704
002235,安妮股份,造纸,福建,1154.84,12751.45,19500,71939.99,34715.64,28501.24,16990.99,0.87,0.011,2.29,7.27,20080516
600362,江西铜业,铜,江西,20.96,207524.73,346272.94,9359496,6432619.5,1728655.38,1171360.38,3.38,0.671,13.08,1.43,20020111
000793,华闻传媒,出版业,海南,26.73,167404.48,197649.27,846313.19,392321.59,111966.22,90184.15,0.46,0.409,2.65,5.51,19970729
002062,宏润建设,建筑施工,浙江,26.82,65617.6,78750,1359470.13,1155909.63,84644.95,4539.81,0.06,0.175,2.77,2.26,20060816
000301,东方市场,综合类,江苏,30.68,121823.64,121823.64,396698.09,110763.8,22344.76,62775.19,0.52,0.128,2.5,2.1,20000529
600237,铜峰电子,元器件,安徽,0,56436.96,56436.96,211135.3,108743.27,63486.06,83758.06,1.48,-0.063,2.59,2.83,20000609
603123,翠微股份,百货,北京,64.19,11246,52414.42,312215.53,119518.75,172194.95,88931.4,1.7,0.135,5.54,2.08,20120503
600386,北巴传媒,公共交通,北京,26.52,40320,40320,257826.22,147122.86,45194.3,73696.13,1.83,0.359,4.12,3.08,20010216
002300,太阳电缆,电气设备,福建,29.14,45220.82,45225,282346.59,162035.91,81456.38,34801.35,0.77,0.218,2.51,3.37,20091021
000050,深天马Ａ,元器件,深圳,41.03,57422.05,113173.84,1569249.88,514272.91,781602.94,696756.06,6.16,0.71,7.2,3.09,19950315
002419,天虹商场,百货,深圳,20.62,80020,80677.4,1149905.13,712415.69,172361.38,171161.52,2.12,0.667,5.66,2.43,20100601
000566,海南海药,化学制药,海南,53.83,49434.3,54534.03,371775.09,210706.97,52669.78,70151.15,1.29,0.31,3.29,6.76,19940525
002077,大港股份,区域地产,江苏,60.18,25200,25200,603511.56,450358.81,86286.46,26727.8,1.06,0.146,3.75,3.11,20061116
002392,北京利尔,其他建材,北京,31.6,25068.18,59927.96,402205.75,267408.91,35191.8,159236.5,2.66,0.328,4.88,2.83,20100423
600145,*ST国创,陶瓷,贵州,0,37768.5,37768.5,15724.63,3319.37,1791.43,6743.71,0.18,-0.01,0.27,19.4,19990923
000612,焦作万方,铝,河南,58.86,95776.53,120284.46,960680.88,160430.06,322459,158505.56,1.32,0.136,3.81,2.8,19960926
000629,攀钢钒钛,普钢,四川,33.4,476729.66,858974.63,3839944,617979.69,814413.56,554740.94,0.65,0.072,1.77,1.8,19961115
300157,恒泰艾普,石油开采,北京,61.4,42713.17,59770.28,301304.75,130807.42,44595.35,118397.97,1.98,0.156,3.75,3.41,20110107
000791,甘肃电投,水力发电,甘肃,39.47,11477.8,72215.78,1372537.5,82097.02,986889.81,206969.11,2.87,0.243,5.02,2.55,19971014
002014,永新股份,塑料,安徽,22.56,32282.72,32575.84,196605.13,122279.42,53655.85,59475.36,1.83,0.474,4.72,2.27,20040708
000601,韶能股份,火力发电,广东,22.85,99398.67,108055.15,863043.88,116468.86,708031.13,158840.09,1.47,0.246,3.5,2.14,19960830
601117,中国化学,建筑施工,北京,12.33,493300,493300,7916716,6440350.5,791035,545376.81,1.11,0.521,4.7,1.82,20100107
002700,新疆浩源,供气供热,新疆,50.69,9564.16,23468.16,86884.93,48282.35,31198.61,21150,0.9,0.333,3.08,7.32,20120921
600614,鼎立股份,综合类,上海,468.34,44675.94,76607.84,282571.16,202532.75,36054.65,19538.47,0.26,0.04,1.59,11.49,19920828
603222,济民制药,化学制药,浙江,56.87,4000,16000,63004,0,0,0,0,0.36,3.68,5.57,20150217
601766,中国南车,运输设备,北京,33.74,1041689.63,1380300,15091203,10573170,2338634,1036361.38,0.75,0.288,2.85,4.54,20080818
000150,宜华健康,医疗保健,广东,13766.99,32400,41121.94,273515.09,242861.52,4882.18,30251.84,0.74,0.002,2.46,14.48,20000807
600868,梅雁吉祥,水力发电,广东,459.04,189814.88,189814.88,285938.84,11340.8,197710.16,41110.46,0.22,0.007,1.16,3.75,19940912
600093,禾嘉股份,汽车配件,四川,108.67,32244.75,32244.75,73209.46,34942.8,25771.28,3428.53,0.11,0.105,1.42,10.73,19970626
600561,江西长运,公路,江西,29.13,23706.4,23706.4,419809.66,116385.51,145001.52,48654.67,2.05,0.364,6.06,2.33,20020716
002423,中原特钢,特钢,河南,0,46551,50298.66,311815.34,145106.45,84684,81103.22,1.61,-0.039,3.8,3.45,20100603
002478,常宝股份,普钢,江苏,22.76,26154.86,40010,392192.56,239446.92,121682.21,111070.5,2.78,0.469,6.99,2.04,20100921
600818,中路股份,文教休闲,上海,964.34,23795.78,32144.78,69975.95,25561.8,10535.78,579.65,0.02,0.022,1.16,24.6,19940128
000036,华联控股,全国地产,深圳,4118.63,112388.02,112388.77,449547.81,340606.56,28752.45,15908,0.14,0.001,1.67,2.64,19940617
600812,华北制药,化学制药,河北,359.18,102857.75,163080.45,1482669.38,560452.69,584775.44,344573.47,2.11,0.014,3.18,2.08,19940114
600512,腾达建设,建筑施工,浙江,87.83,73694.06,73694.06,566511.25,482893.81,13067.12,2510.73,0.03,0.038,1.59,2.78,20021226
600418,江淮汽车,汽车整车,安徽,32.94,106903.75,128490.59,2602349.25,1385016,738758.69,128215.05,1,0.327,5.37,2.67,20010824
002352,鼎泰新材,钢加工,安徽,59.08,4891.83,7783.08,105965.26,77148.65,22397.52,57999.61,7.45,0.338,9.25,2.88,20100205
002386,天原集团,化工原料,四川,0,47975.17,47977.12,1417167.75,380847.47,718844.56,204557.09,4.26,-0.165,8.04,1.24,20100409
000898,鞍钢股份,普钢,辽宁,32.69,614893.63,723480.81,9228100,2893300,4351000,3115800,4.31,0.128,6.61,0.84,19971225
000838,国兴地产,区域地产,北京,29.84,18099.97,18099.97,269228.06,262654.38,572.9,12079.13,0.67,0.412,2.43,5.06,19970626
002590,万安科技,汽车配件,浙江,53.3,17945.35,20628.14,176414.67,108463.45,45776.75,21063.75,1.02,0.236,3.45,4.86,20110610
603188,亚邦股份,染料涂料,江苏,22.14,7200,28800,365843,241714.27,81381.61,146402.92,5.08,2.38,9.04,5.84,20140909
300066,三川股份,电器仪表,江西,33.7,23132.42,24954.31,136530.22,81118,26397.56,44360.42,1.78,0.375,4.37,3.85,20100326
002682,龙洲股份,公路,福建,41.58,14334.3,20800,291416.06,135067.52,80227.63,30827.6,1.48,0.183,5.22,1.94,20120612
000032,深桑达Ａ,元器件,深圳,0,23282.71,23286.42,141964.81,91246.43,6374.16,20723.75,0.89,-0.052,3.68,3.67,19931028
002126,银轮股份,汽车配件,浙江,32.63,29591.32,32754,336116.03,184154.91,64194.45,48222.25,1.47,0.337,4.44,3.3,20070418
002448,中原内配,运输设备,河南,27.32,17946.9,23524.08,243766.8,111452.52,81089.28,89762.68,3.82,0.62,7.9,2.86,20100716
600275,武昌鱼,农业综合,湖北,0,50883.71,50883.71,29626.83,3272.65,4534.16,13208.38,0.26,-0.026,0.4,17.15,20000810
600862,南通科技,全国地产,江苏,0,63792.85,63792.85,680658.13,498212.69,132573.59,25108.67,0.39,-0.319,1.68,8.77,19940520
002219,恒康医疗,中成药,甘肃,59.97,60347.92,61632.89,183233.02,86545.25,27434.78,8681.13,0.14,0.354,1.58,17.87,20080306
300420,五洋科技,通用机械,江苏,67.48,2000,8000,32936.9,0,0,0,0,0.388,4.18,6.27,20150217
002186,全 聚 德,酒店餐饮,北京,39.29,28009.88,30846.39,177808.5,84272.68,52340.14,54651.96,1.77,0.42,4.24,4.83,20071120
002218,拓日新能,半导体,深圳,405.46,47959.26,48975,287607.38,129352.63,123625.22,86957.56,1.78,0.021,2.96,3.85,20080228
600387,海越股份,石油贸易,浙江,94.31,38571,38610,894233.13,186405.27,33747.62,43471.05,1.13,0.128,3.21,5,20040218
600330,天通股份,元器件,浙江,488.08,58881.83,64881.83,279282.72,101253.4,115843.02,84506.78,1.3,0.018,2.28,5.03,20010118
603166,福达股份,汽车配件,广西,74.21,4350,43350,279830,104586.71,137721.88,372.32,0.01,0.174,1.98,8.72,20141127
601688,华泰证券,证券,江苏,27.32,560000,560000,27222604,0,125836.15,1722126.25,3.08,0.8,7.37,2.97,20100226
600980,北矿磁材,元器件,北京,568.9,13000,13000,32188.52,16499.92,9506.24,16681.88,1.28,0.024,1.98,9.31,20040512
600193,创兴资源,普钢,上海,0,42537.3,42537.3,118249.61,19020.78,13353.2,14829.37,0.35,-0.105,1.64,4.93,19990527
600230,沧州大化,农药化肥,河北,0,29418.82,29418.82,470178.19,118305.3,291880.06,64217.56,2.18,-0.69,5.87,2.16,20000406
600185,格力地产,区域地产,广东,57.07,57759.44,57759.44,1625914.75,1454813.25,8688.99,33300.95,0.58,0.334,5.05,5.03,19990611
000153,丰原药业,化学制药,安徽,83.02,29664.51,31214.11,215698.97,90766.95,59266.98,49104.12,1.57,0.115,3.54,3.59,20000920
601299,中国北车,运输设备,北京,32.2,1012608.38,1225978,15293062,10171591,2304254,2127150,1.74,0.35,3.87,3.58,20091229
603369,今世缘,白酒,江苏,18.49,5180,50180,421091.06,325893.44,60222.32,99381.59,1.98,1.21,6.9,4.02,20140703
600290,华仪电气,电气设备,浙江,67.19,52688.37,52688.37,475064.59,358133.84,54579.07,94885.38,1.8,0.172,3.79,3.05,20001106
000911,南宁糖业,食品,广西,0,28664,28664,492465.94,340065.25,129299.92,77710.35,2.71,-0.509,4.19,2.49,19990527
601179,中国西电,电气设备,陕西,41.43,435700,512588.25,3154054,2344303.75,498041.09,1128721.88,2.2,0.126,3.49,1.99,20100128
002187,广百股份,百货,广东,23.53,33572.48,34242.26,444911.44,272361.75,108362.26,92758.11,2.71,0.48,6.75,2.23,20071122
600323,瀚蓝环境,水务,广东,43.45,48792.32,76626.39,610634.19,99197.8,122975.5,54639.03,0.71,0.28,4.49,3.62,20001225
603169,兰石重装,专用机械,甘肃,216.49,10000,59115.53,436577.81,352849.13,49735.09,4457.43,0.08,0.1,1.61,14.46,20141009
600513,联环药业,化学制药,江苏,62.12,15210,15670.01,65895.88,41370.6,18136.74,8282.61,0.53,0.281,2.77,6.3,20030319
002712,思美传媒,广告包装,浙江,112.4,2905.22,8798.95,113254.17,110298.26,416.67,31980.61,3.63,0.452,9.38,7.22,20140123
600717,天津港,港口,天津,25.81,167476.91,167476.91,3341849.75,1080434.13,1184049,359544.19,2.15,0.543,7.92,2.36,19960614
002379,鲁丰环保,铝,山东,0,66863.25,92640,743982.75,255818.84,179118.77,56693.98,0.61,-0.046,1.74,2.68,20100331
000034,深信泰丰,综合类,深圳,40.23,34006.42,35797.35,45384.94,36677.73,5830.35,64072.68,1.79,0.153,0.44,18.48,19940509
600072,*ST钢构,船舶,上海,0,47842.96,47842.96,223914.34,133378.84,64311.17,42318.42,0.88,-0.162,2.23,6.32,19970603
000025,特  力Ａ,汽车服务,深圳,607.99,17929.46,22028.16,80021.56,17030.15,14428.75,767.26,0.03,0.019,0.84,18.15,19930621
300123,太阳鸟,船舶,湖南,121.73,25749.13,28889.73,144160.69,74133.96,39573.2,44592.26,1.54,0.08,3.25,4,20100928
600750,江中药业,中成药,江西,41.18,30000,30000,319073.44,196100.77,72763.09,54920.73,1.83,0.51,6.56,4.33,19960923
002603,以岭药业,中成药,河北,48.43,19244.43,56339,502084.41,279536.75,74060.88,223200.95,3.96,0.515,7.97,4.18,20110728
600268,国电南自,电气设备,江苏,0,63524.64,63524.64,1021752.38,759606.31,92223.5,102313.6,1.61,-0.279,3.38,2.47,19991118
002715,登云股份,汽车配件,广东,124.27,5211.08,9200,77073.68,44940.94,17400.5,24281.5,2.64,0.18,5.4,5.08,20140219
603100,川仪股份,电器仪表,重庆,38.99,10000,39500,406207.56,313651.13,44898,70580.34,1.79,0.4,4.3,3.88,20140805
000952,广济药业,化学制药,湖北,0,25167.98,25170.55,154609.97,42018.8,59688.35,6769.52,0.27,-0.243,2.6,5.05,19991112
000055,方大集团,其他建材,深圳,91.61,42017.94,75690.99,350482.38,263720.19,46173.96,7919.1,0.1,0.078,1.58,6.05,19960415
