code,name,industry,area,pe,totals,outstanding,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002076,雪 莱 特,家用电器,广东,186.01,12042,24051.32,60191.1,39193.05,14346.15,5548.83,0.23,0.053,2.21,5.98,20061025
603618,杭电股份,电气设备,浙江,40.69,5335,21335,264553.34,214853.42,30539.52,33617.56,1.58,0.549,5.27,4.24,20150217
600711,盛屯矿业,小金属,福建,127.98,86620.64,149705.23,594356.81,176254.59,63439.51,189779.92,1.27,0.11,2.41,5.33,19960531
601258,庞大集团,汽车服务,河北,204.23,262150,324005.66,6410012.5,4535739.5,775878.38,428304.19,1.32,0.029,3.48,2.26,20110428
002308,威创股份,电脑设备,广东,155.77,83550.63,83559.15,217536.41,160046.34,51444.4,57872.63,0.69,0.062,2.42,5.31,20091127
002422,科伦药业,化学制药,四川,23.34,35488.73,72000,2044030,842592.38,564776.06,440591.56,6.12,1.147,14.67,2.43,20100603
000523,广州浪奇,日用化工,广东,154.35,44493.73,44516.35,262149.63,174375.52,46808.05,44380.65,1,0.057,2.38,4.89,19931108
300403,地尔汉宇,电气设备,广东,46.87,3400,13400,60625.48,34027.34,15628.37,7800.77,0.58,0.705,5.06,8.71,20141030
002112,三变科技,电气设备,浙江,217.08,18706.9,20160,126616.32,94582.93,22615.2,6915.07,0.34,0.046,2.33,5.73,20070208
000823,超声电子,元器件,广东,41.32,44034.28,53696.6,471955.31,283863.88,150765.19,142456.77,2.65,0.24,5.16,2.43,19971008
600360,华微电子,半导体,吉林,120.96,73808,73808,350316.22,185912.48,104676.31,48871.96,0.66,0.036,2.65,2.21,20010316
002635,安洁科技,电脑设备,江苏,53.43,9182.4,18103,150846.75,111604.67,27353.83,66169.46,3.66,0.495,6.98,5.05,20111125
601699,潞安环能,煤炭开采,山西,29.76,230108.41,230108.41,5085605,2191326.5,817240.38,139611.06,0.61,0.276,7.92,1.38,20060922
000888,峨眉山Ａ,旅游景点,四川,34.19,26340.92,26345.65,212587.84,65669.49,110608.86,69059.93,2.62,0.536,6.51,3.76,19971021
600982,宁波热电,供气供热,浙江,39.49,42000,74693,293458.72,187864.92,34719.55,104906.63,1.4,0.23,3.04,2.77,20040706
600570,恒生电子,软件服务,浙江,311.36,61780.51,61780.51,228934.3,123169.36,8177.65,7144.12,0.12,0.217,2.72,33.07,20031216
002551,尚荣医疗,医疗保健,深圳,85.39,21865.44,36274.28,217572.41,160473.67,23153.35,63304.63,1.75,0.238,3.64,7.45,20110225
600569,安阳钢铁,普钢,河南,114.55,239368.45,239368.45,3354540.75,1444425.75,1388125.75,343691.31,1.44,0.022,3.04,1.12,20010820
000723,美锦能源,焦炭加工,山西,524.41,19486.41,27919.83,71973.6,55790.93,15399.49,4537.22,0.16,0.012,1.63,5.21,19970515
600796,钱江生化,农药化肥,浙江,70.07,30140.21,30140.21,108799.26,48673.25,41261.35,3758.08,0.12,0.091,1.83,4.64,19970408
300053,欧比特,半导体,广东,238.61,15809.96,20000,68407.18,37621,11506.12,29641.45,1.48,0.08,3.24,7.87,20100211
300358,楚天科技,专用机械,湖南,44.37,3669.31,11679.87,143592.8,93523.65,36208.69,27635.13,2.37,1.35,7.13,8.36,20140121
600764,中电广通,通信设备,北京,775.91,32972.69,32972.69,143168.95,69331.68,6539.58,4192.2,0.13,0.014,1.83,7.92,19961104
002310,东方园林,建筑施工,北京,39.07,55180.85,100871.2,1258916.75,1199602.5,4502.48,176217.38,1.75,0.409,5.49,3.88,20091127
600005,武钢股份,普钢,湖北,37.73,1009378,1009378,9962755,2939207.5,5839936,1014093.31,1,0.076,3.62,1.06,19990803
600612,老凤祥,服饰,上海,20.32,31710.96,52311.78,1009519.5,895316.81,41018.95,61688.88,1.18,1.387,6.9,5.45,19920814
000980,金马股份,电器仪表,安徽,77.75,52814,52814,270497.59,203152.63,53700.23,126699.97,2.4,0.06,3.81,1.8,20000616
600536,中国软件,软件服务,北京,0,48471.21,49456.28,398861.38,321092.31,34833.53,96578.25,1.95,-0.211,3.59,13.87,20020517
002614,蒙发利,医疗保健,福建,43.97,16696.39,36000,346047.53,263238.59,55003.55,121930.42,3.39,0.308,5.99,3.02,20110909
603600,永艺股份,家居用品,浙江,43.03,2500,10000,47107.8,27053.47,16574.25,401.83,0.04,0.435,3.31,7.54,20150123
600787,中储股份,仓储物流,天津,36.81,168020.56,185982.84,1154195.88,667632.19,203112.97,195709.88,1.05,0.237,3.22,3.62,19970121
603606,东方电缆,电气设备,浙江,65.38,3135,14135,169785.84,133272.59,30663.1,23338.75,1.65,0.35,5.27,4.5,20141015
002007,华兰生物,生物制药,河南,38.87,57686.69,58130.48,375357.28,259153.72,75745.21,36710.96,0.63,0.727,5.65,6.66,20040625
002647,宏磊股份,电气设备,浙江,0,7694.79,21958.3,268479.59,216422.91,30094.35,50899.32,2.32,-0.061,4.67,3.07,20111228
002731,萃华珠宝,服饰,辽宁,37.09,3768,15068,150413.66,130904.07,9911.67,3142.28,0.21,0.625,5.47,5.65,20141104
600686,金龙汽车,汽车整车,福建,45.06,44259.71,44259.71,1749078.38,1457464.38,179665.55,30836.76,0.7,0.305,5.25,3.49,19931108
000026,飞亚达Ａ,其他商业,深圳,35.34,31107,39276.78,365778.16,270668.75,32373.27,52550.81,1.34,0.371,4.16,3.15,19930603
002708,光洋股份,汽车配件,江苏,57.16,5965.47,18590.59,110658.55,78778.68,21751.01,48754.85,2.62,0.247,4.76,3.96,20140121
002738,中矿资源,建筑施工,北京,86.79,3000,12000,68222.35,38104.3,17882.75,6955.86,0.58,0.273,4.61,6.85,20141230
002391,长青股份,农药化肥,江苏,24.04,15483.11,31530.66,296801.94,137353.44,103972.25,121148.95,3.84,0.562,7.06,2.55,20100416
600375,华菱星马,汽车整车,安徽,48.71,49788.89,55574.05,969787.69,529169.19,312539.69,266488.34,4.8,0.189,7.28,1.69,20030401
300021,大禹节水,农业综合,甘肃,252.33,16750.81,27860,145138.59,104592.21,29242.15,4424.58,0.16,0.044,1.75,8.55,20091030
300071,华谊嘉信,广告包装,北京,105.54,23173.71,38205.46,91442.96,72064.52,6039.4,4926.3,0.13,0.116,1.77,9.18,20100421
600550,*ST天威,电气设备,河北,219.85,137299.09,153460.7,856900.63,511246.69,113461.95,385806.34,2.51,0.05,0.6,16.27,20010228
002117,东港股份,广告包装,山东,53.25,36220.07,36380.64,182389.69,102013.72,64282.11,37551.71,1.03,0.464,3.58,6.9,20070302
002592,八菱科技,运输设备,广西,54.69,10831.33,24933.66,164093.09,99882.68,16567.77,65754.11,2.64,0.49,5.3,3.91,20111111
300061,康耐特,医疗保健,上海,62.53,8909.37,15564.75,75525.13,44679.42,26868,17210.48,1.11,0.175,2.74,5.33,20100319
600794,保税科技,仓储物流,江苏,75.82,46055.19,54162.46,311454.56,181656.52,81663.65,68871.67,1.27,0.24,3.29,5.11,19970306
300200,高盟新材,化工原料,北京,61.56,9430.83,21360,81166.46,59842,15681.4,41798.75,1.96,0.162,3.48,3.81,20110407
002289,宇顺电子,元器件,深圳,207.27,12558.53,18683.58,389179.25,233252.77,47124.3,135885.38,7.27,0.07,9.55,2.04,20090903
000159,国际实业,石油贸易,新疆,61.75,48113.92,48113.92,284879.88,186162.27,24299,39081.15,0.81,0.135,4.43,2.51,20000926
002668,奥马电器,家用电器,广东,15.87,7235,16535,297540.16,219944.22,59682.16,45101.35,2.73,1.031,8.97,2.43,20120416
600195,中牧股份,饲料,北京,25.26,42980,42980,416007.47,205861.72,98980.38,77053.4,1.79,0.556,6.48,2.89,19990107
300209,天泽信息,软件服务,江苏,635.19,16000,16000,91522.21,71313.4,9799.73,56286.5,3.52,0.027,5.29,4.39,20110426
000511,烯碳新材,矿物制品,辽宁,321.91,115482.22,115483.2,334435.75,207329.02,564.47,3257,0.03,0.024,1.48,6.92,19930518
603609,禾丰牧业,饲料,辽宁,37.41,8000,55411.76,379809.84,205266.63,103847.3,38123.93,0.69,0.35,4.14,3.69,20140808
300163,先锋新材,其他建材,浙江,72.45,9525.91,15800,90748.36,32568.26,31604.96,41043.07,2.6,0.13,4.24,2.97,20110113
600499,科达洁能,专用机械,广东,27.21,66057.68,69722.71,774056.25,412706.94,143472.77,112741.13,1.62,0.58,5.12,4.05,20021010
603456,九洲药业,化学制药,浙江,64.79,5196,20778,266004.63,166656.42,64763.56,70090.47,3.37,0.69,7.49,5.95,20141010
300036,超图软件,软件服务,北京,0,8952.66,12243.46,76763.78,40120.37,25296.28,33999.78,2.78,-0.066,4.98,7.52,20091225
600594,益佰制药,中成药,贵州,41.35,39117.91,39596.37,504204.09,296494.06,46723.44,116377.45,2.94,0.79,8.23,5.21,20040323
002499,科林环保,专用机械,江苏,409.26,7762.18,13500,99354.53,57721.75,23399.82,40491.21,3,0.05,4.96,5.55,20101109
300405,科隆精化,化工原料,辽宁,56.82,1700,6800,114510.01,80310.75,20523.82,4265.5,0.63,0.579,7.36,5.96,20141030
600303,曙光股份,汽车整车,辽宁,46.19,57450.6,62032.42,795014.5,384324.34,221802.59,79403.77,1.28,0.11,3.73,1.7,20001226
000529,广弘控股,食品,广东,81.72,56719.78,58379.03,138977,75231.86,18319.82,57475,0.98,0.109,1.67,7.11,19931118
600628,新世界,百货,上海,29.29,53179.92,53179.92,521848.56,119392.17,279113.31,46352.14,0.87,0.304,4.71,2.52,19930119
002234,*ST民和,农业综合,山东,48.9,20664.49,30204.66,211111.5,99353.03,63370.76,86171.86,2.85,0.182,3.92,3.03,20080516
600004,白云机场,机场,广东,13.26,115000,115000,1052400.5,346802.38,670131.63,321826.44,2.8,0.648,7,1.64,20030428
601801,皖新传媒,出版业,安徽,26.9,91000,91000,757717.44,616731.44,48539.78,161907.19,1.78,0.629,5.55,4.06,20100118
002709,天赐材料,化工原料,广东,67.53,5670.77,12041.32,99895.3,52611.05,35805.23,40677.31,3.38,0.43,6.95,5.44,20140123
002564,天沃科技,化工机械,江苏,106.01,48357.53,73971.2,678706.19,437667.81,186027,152714.88,2.06,0.075,3.89,2.73,20110310
300393,中来股份,塑料,江苏,40.68,2349,11949,97580.8,75624.61,19206.25,32665.26,2.73,0.95,5.99,6.93,20140912
300002,神州泰岳,软件服务,北京,66.54,72615.95,132326.81,510445.25,224052.66,31505.1,143664.02,1.09,0.29,3.46,7.08,20091030
300223,北京君正,半导体,北京,0,5745.87,10400,107516.17,92126.55,7036.03,79581.71,7.65,-0.012,10.25,3.61,20110531
002323,中联电气,电气设备,江苏,222.6,8350.16,10758.79,97585.36,65516.55,24590,55957.8,5.2,0.117,7.93,3.28,20091218
603017,园区设计,建筑施工,江苏,40.2,1500,6000,104530.49,70351.8,2852.43,55528.46,9.25,2.03,13.53,4.53,20141231
000669,金鸿能源,供气供热,吉林,50.34,22855.91,48600.62,728313.63,157575.47,286746.25,53894.45,1.11,0.484,5.57,5.83,19961210
300372,欣泰电气,电气设备,辽宁,56.66,4536.87,8577.86,100454.67,82051.11,12315.57,20619.75,2.4,0.389,7.54,3.9,20140127
002469,三维工程,建筑施工,山东,47.5,25195.47,33300.6,126901.77,107445.2,13404.12,29593.9,0.89,0.302,3.19,5.99,20100908
600979,广安爱众,水力发电,四川,51.8,71789.21,71789.21,616835.19,78322.13,413219.31,54961.51,0.77,0.115,2.22,3.57,20040906
601233,桐昆股份,化纤,浙江,514.78,95927.07,96360,1493118.5,564939.25,852141.88,280200.09,2.91,0.018,7,1.74,20110518
000509,华塑控股,其他建材,四川,0,52817.42,82548.31,62658,39983.4,12757.63,16357.37,0.2,-0.062,0.05,118.12,19930507
002723,金莱特,家用电器,广东,61.88,3065,9335,72668.3,23342.6,25958.1,27038.4,2.9,0.36,6.56,4.42,20140129
002528,英飞拓,电脑设备,深圳,465.43,33766.19,45939.82,234568.05,186037.27,9691.05,155626.56,3.39,0.023,4.66,3.11,20101224
601908,京运通,半导体,北京,105.14,28451.52,85977.02,540037.94,185719,249589.47,189923.2,2.21,0.134,4.38,3.21,20110908
600740,山西焦化,焦炭加工,山西,195.71,65683.27,76570,988044.19,403954.88,449303.19,225365.41,2.94,0.027,3.7,1.9,19960808
002420,毅昌股份,塑料,广东,226.72,37782.35,40100,343481.75,222385.47,80475.8,80762.68,2.01,0.026,3.9,2.04,20100601
300057,万顺股份,广告包装,广东,39.79,24660.97,42200,403824.19,201136.72,131364.55,78169.21,1.85,0.221,3.98,2.95,20100226
600097,开创国际,渔业,上海,31.78,20259.78,20259.78,137232.11,61329.85,62927.32,2548.95,0.13,0.378,4.39,3.65,19970619
300306,远方光电,电器仪表,浙江,47.38,3707.95,12000,107160.97,88699.81,4874.81,57982.98,4.83,0.508,8.43,3.81,20120329
600396,金山股份,火力发电,辽宁,14.97,81280,86866.43,1529746,160105.06,1266489.38,49139.9,0.57,0.332,2.47,2.68,20010328
601018,宁波港,港口,浙江,19.14,1280000,1280000,4370010.5,778453.63,1847379.75,785558.5,0.61,0.186,2.35,2.01,20100928
000058,深 赛 格,元器件,深圳,131.77,53831.1,78479.89,246272.27,142744.3,4168.83,40464.71,0.52,0.059,1.65,6.31,19961226
002527,新时达,电器仪表,上海,43.22,21946.88,39318.03,233456.67,127258.67,35124,105511.11,2.68,0.41,5.09,4.29,20101224
300031,宝通带业,橡胶,江苏,48.31,21383.36,30000,93565.25,58912.61,30631.35,23517.75,0.78,0.177,2.68,4.26,20091225
002183,怡 亚 通,仓储物流,深圳,89.27,98612.63,98612.63,1977359.75,1616492.25,15234.77,63186.71,0.64,0.235,2.9,9.66,20071113
000753,漳州发展,汽车服务,福建,107.18,41119.33,52008.62,420988.75,357404.63,25252.5,60384.55,1.16,0.057,3.46,2.34,19970626
000688,建新矿业,铅锌,重庆,40.18,29609.44,113729.92,150787.7,72424.56,30758.8,26937.03,0.24,0.151,1,8.07,19970120
300337,银邦股份,铝,江苏,81.76,14913.79,37360,239969.27,135914.2,67875.06,101970.86,2.73,0.14,4.62,3.3,20120718
000929,兰州黄河,啤酒,甘肃,36.79,18558.8,18576.59,147063.7,104962.32,32114.43,19266.24,1.04,0.243,3.51,3.39,19990623
600356,恒丰纸业,造纸,黑龙江,37.76,25703.09,25703.09,273460.5,135855.56,104839.36,68993.42,2.68,0.18,6.17,1.47,20010419
601028,玉龙股份,钢加工,江苏,62.53,18687.5,35809.57,327845.94,216690.09,85924.56,85804.78,2.4,0.241,6.33,3.18,20111107
300169,天晟新材,塑料,江苏,163.78,17235.5,32598.42,194723.98,94200.38,49416.35,82992.59,2.55,0.06,3.7,3.11,20110125
002080,中材科技,化纤,江苏,66.36,40000,40000,733311.56,435981.56,180157.25,128327.85,3.21,0.179,5.83,2.72,20061120
002274,华昌化工,农药化肥,江苏,0,49063.26,49990.98,609523.13,196269.77,177538.81,95810.56,1.92,-0.098,3.71,2.2,20080925
300179,四方达,矿物制品,河南,97.16,13301.12,21600,84911.25,60669.21,15843.5,31349.9,1.45,0.173,3.31,5.08,20110215
000951,中国重汽,汽车整车,山东,15.98,41942.55,41942.55,1738691.25,1482761.38,184644.81,68408.81,1.63,0.882,10.36,1.81,19991125
000830,鲁西化工,农药化肥,山东,21.09,146398.02,146486.06,1939423.63,334639.75,1103818.38,218398.55,1.49,0.206,4.03,1.44,19980807
002138,顺络电子,元器件,深圳,41.24,31778.08,37046.94,274961.19,90531.7,124857.32,118203.9,3.19,0.574,5.71,4.15,20070613
603088,宁波精达,专用机械,浙江,79.76,2000,8000,50349.15,26165.65,15782.72,11921.35,1.49,0.309,5.03,6.54,20141111
600708,海博股份,公共交通,上海,48.73,50838.26,51037.01,513576.16,162495.02,134865.52,5814.14,0.11,0.209,2.99,4.53,19960606
600217,秦岭水泥,水泥,陕西,0,66080,66080,208376.52,26051.59,152637.52,28504.2,0.43,-0.285,-0.22,-50.02,19991216
600426,华鲁恒升,农药化肥,山东,12.86,95362.5,95362.5,1331544.13,293009.16,897630.38,231206.09,2.42,0.652,6.73,1.66,20020620
600455,博通股份,软件服务,陕西,465.87,4971.77,6245.79,74809.25,21794.28,46439.28,14566.34,2.33,0.049,2.05,14.71,20040329
600075,*ST新业,化工原料,新疆,58.82,43859.19,43859.19,400216.25,247572.47,92505.86,25197.17,0.57,0.099,3.54,2.2,19970617
300385,雪浪环境,专用机械,江苏,86.18,2000,8000,95026.93,72836.68,8066.1,35692.9,4.46,0.5,7.96,5.99,20140626
300309,吉艾科技,专用机械,北京,98.35,7364.22,21727.4,136629.63,100245.59,15234.95,70267.15,3.23,0.16,5.76,3.63,20120410
002281,光迅科技,通信设备,湖北,54.77,16283.01,20988.96,364132.03,296992,59422.51,135183.86,6.44,0.7,11.62,3.9,20090821
002158,汉钟精机,工程机械,上海,25.32,26387,26387,124195.15,91050,25175.76,17712.67,0.67,0.563,3.53,5.38,20070817
002074,东源电器,电气设备,江苏,160.94,22316.65,25336.8,127397.65,81184.61,38769.51,1020.8,0.04,0.149,1.95,12.24,20061018
000876,新 希 望,饲料,四川,18.46,172830.8,208411.73,3374325.5,1287492.5,590219.75,311782.19,1.5,0.89,8.23,2.26,19980311
002621,大连三垒,专用机械,辽宁,55.46,5625,22500,112447.15,95128.93,8062.71,50795.21,2.26,0.205,4.78,3.17,20110929
601666,平煤股份,煤炭开采,河南,120.26,236116.5,236116.5,2725628.25,746593.38,1038309.13,272156.84,1.15,0.037,4.99,1.18,20061123
600491,龙元建设,建筑施工,浙江,44.54,94760,94760,1933263.63,1857333.25,33343.26,43174.71,0.46,0.165,3.4,2.88,20040524
601390,中国中铁,建筑施工,北京,18.83,1709251,2129990,67221920,54165164,3604239.25,3088275.5,1.45,0.332,4.44,1.88,20071203
600301,ST南化,化工原料,广西,0,23514.81,23514.81,158327.52,25752.59,63905.07,57091.68,2.43,-0.608,-0.52,-18.01,20000712
300084,海默科技,石油开采,甘肃,232.03,10155.25,14762.08,100031.8,45853.94,11098.24,40435.12,2.74,0.084,4.98,5.24,20100520
002627,宜昌交运,公路,湖北,34.47,13014.5,13350,192306.41,89840.28,66684.99,41504.32,3.11,0.386,6.65,2.67,20111103
603309,维力医疗,医疗保健,广东,63.31,2500,10000,52580.36,24468.07,18661.22,8562.58,0.86,0.678,4.93,8.71,20150302
600733,S前锋,区域地产,四川,699.23,7560,19758.59,49204.67,44754.26,122.83,7257.25,0.37,0.041,1.54,24.7,19960816
300149,量子高科,食品,广东,56.75,19953.36,30150,73304.5,42047.9,17100.34,19749.25,0.66,0.111,2.22,3.78,20101222
002212,南洋股份,电气设备,广东,78.42,29044.32,51026,305600.25,156690.13,54397.38,54541.68,1.07,0.08,3.41,2.46,20080201
002267,陕天然气,供气供热,陕西,36.21,101683.72,111207.54,971851.69,209634.77,524992.19,132574.27,1.19,0.32,3.88,3.7,20080813
600690,青岛海尔,家用电器,山东,12.35,273684.13,304593.5,7637225,6280951.5,542225.5,430011.31,1.41,1.5,7.08,3.22,19931119
002430,杭氧股份,化工机械,浙江,74.94,80843.95,83177.6,1017432.81,516661.31,353722.81,88356.06,1.06,0.099,4.17,2.38,20100610
300230,永利带业,塑料,上海,45.52,10127.07,16152.48,69834.77,47964.34,19540.25,19116.65,1.18,0.246,3.49,4.27,20110615
601003,柳钢股份,普钢,广西,37.58,256279.31,256279.31,2506681.75,1367021,1071650.38,20843.6,0.08,0.08,2.24,1.78,20070227
600008,首创股份,环境保护,北京,102.36,220000,241030.7,2633754.5,1147071.13,442325.91,163612.88,0.68,0.092,2.71,4.61,20000427
300118,东方日升,半导体,浙江,147.6,37982.94,64991.21,559971.63,348843.59,128601.27,203410.97,3.13,0.06,4.09,2.45,20100902
002245,澳洋顺昌,仓储物流,江苏,42.95,34023.67,44261.67,250264.42,155543.7,68589.61,44983.51,1.02,0.41,3.18,5.21,20080605
600121,郑州煤电,煤炭开采,河南,0,69834.4,101534.34,1154782,414010.63,526105.38,50314.1,0.5,-0.171,3.83,1.58,19980107
002630,华西能源,专用机械,四川,40.85,23408.03,36900,680717.06,502807.09,83214.06,162500.19,4.4,0.35,7.37,2.53,20111111
002303,美盈森,造纸,深圳,63.95,36014.83,71520,283408.22,163512.05,75371.92,51679.78,0.72,0.255,2.96,7.34,20091103
002457,青龙管业,塑料,宁夏,46.62,25365.41,33499.19,230140.25,128961.06,39326.37,82083.43,2.45,0.187,5.2,2.24,20100803
002542,中化岩土,建筑施工,北京,75.52,19599.38,51900,280871.03,182345.06,62872.83,85259.96,1.64,0.18,3.11,4.71,20110128
600292,中电远达,环境保护,重庆,52.08,51187.26,60062.83,879528.19,500100.56,269161.06,315864.5,5.26,0.42,7.65,3.31,20001101
002426,胜利精密,元器件,江苏,73.88,35306.58,98554.9,503346.94,368782.25,56264.48,138762.97,1.41,0.14,3,4.05,20100608
000713,丰乐种业,种植业,安徽,0,29887.35,29887.59,194659.77,127635.4,34999.62,54486.91,1.82,-0.087,4.2,2.65,19970422
600105,永鼎股份,通信设备,江苏,25.16,38095.46,38095.46,252727.3,145416.06,30202.49,46192.78,1.21,0.333,4.22,2.65,19970929
600707,彩虹股份,元器件,陕西,0,73471.77,73675.77,710193.81,99629.68,203399.05,423911.19,5.75,-0.154,3.15,3.71,19960520
000552,靖远煤电,煤炭开采,甘肃,32.04,35412.48,114348.54,621515.63,304852.13,70804.03,-7749.75,-0.07,0.238,3.86,2.63,19940106
600734,实达集团,电脑设备,福建,0,35110.83,35155.83,142530.88,127529.55,1074.24,19381.82,0.55,-0.102,0.34,17.75,19960808
300024,机器人,专用机械,辽宁,111.21,63414.96,65485.19,286933.59,186391.47,23976.05,35576.23,0.54,0.292,2.76,15.71,20091030
000709,河北钢铁,普钢,河北,56.97,1061689.13,1061860.75,16223885,5031939,6971453,2320581.25,2.19,0.047,4.04,0.89,19970416
600696,多伦股份,区域地产,上海,0,34056.55,34056.55,120614.52,108137.51,846.57,2989.9,0.09,-0.014,1.51,7.45,19931206
002515,金字火腿,食品,浙江,156.42,9808.88,17983.69,99629.5,36735.32,42286.53,53122.18,2.95,0.131,6.05,4.5,20101203
300254,仟源医药,化学制药,山西,111.97,8201,13380,105341.8,31608.35,33754.4,37790.67,2.82,0.234,4.69,7.46,20110819
300272,开能环保,专用机械,上海,93.26,15181.04,25524.72,62360.26,28354.13,14669.25,14721.62,0.58,0.178,2.05,10.8,20111102
002487,大金重工,钢加工,辽宁,78.53,36000,36000,198249.06,139056.06,25028.1,94019.75,2.61,0.131,4.31,2.39,20101015
600960,渤海活塞,汽车配件,山东,48.58,21167.05,32794.96,298068.28,202326.44,75914.36,112797.47,3.44,0.34,6.17,2.34,20040407
603001,奥康国际,服饰,浙江,32.64,11694.9,40098,456635.91,367322.31,26088.46,192974.38,4.81,0.463,9.52,2.12,20120426
002243,通产丽星,塑料,深圳,0,30990.9,36494.89,194349.47,84940.18,55085.55,75973.88,2.08,-0.018,4.02,2.31,20080528
300402,宝色股份,专用机械,江苏,82.57,5100,20200,147888.75,108735.77,31842.65,22421.65,1.11,0.21,3.4,5.17,20141010
002013,中航机电,汽车配件,湖北,62.06,29285.81,71628.63,1610323.38,1058089.25,243599.02,194004.36,2.71,0.325,6.34,4.25,20040705
002424,贵州百灵,中成药,贵州,100.76,20630.24,47040,335052.84,242386.91,57122.9,107867.61,2.29,0.38,4.65,10.74,20100603
002401,中海科技,软件服务,上海,101.21,29679.72,30324,104024.03,62027.32,3164.43,8763.3,0.29,0.146,2.19,9.04,20100506
600055,华润万东,医疗保健,北京,278.42,21645,21645,116734.95,71778.85,20824.57,11343.53,0.52,0.065,2.96,8.1,19970519
300147,香雪制药,生物制药,广东,56.46,50806.1,50957.32,346949.97,123277.11,112248,73191.4,1.44,0.298,3.34,6.72,20101215
600476,湘邮科技,软件服务,湖南,0,16107,16107,34744.26,27614.7,6185.68,13110.07,0.81,-0.072,1.31,21.08,20031210
600563,法拉电子,元器件,福建,24.8,22500,22500,194223.94,141473.77,37839.64,26214.05,1.17,1.011,7.49,4.47,20021210
300215,电科院,电气设备,江苏,84.76,47999.85,72000,297062.94,35512.14,100484.9,24573.65,0.34,0.083,1.81,5.21,20110511
300293,蓝英装备,专用机械,辽宁,87.2,11923.87,27000,189205.55,106899.85,6830.81,15898.01,0.59,0.198,2.73,8.45,20120308
300375,鹏翎股份,汽车配件,天津,31.15,3593.94,9110.15,112477.38,65215.26,32348.16,29917.25,3.28,1.12,9.72,4.58,20140127
000597,东北制药,化学制药,辽宁,69.94,33099.16,47465.51,936095.63,511073,145393.45,176812.19,3.73,0.16,5.55,2.08,19960523
300048,合康变频,电气设备,北京,137.87,29812.73,33814.48,191063.72,134763.13,34031.46,85025.56,2.51,0.066,4.43,2.72,20100120
600880,博瑞传播,广告包装,四川,55.11,73336.5,109333.21,484317.25,169120.52,53134.61,80541.72,0.74,0.257,3.32,4.27,19951115
600026,中海发展,水运,上海,297.83,273603.28,403203.28,6567903,669638.81,4551772,503758.69,1.25,0.021,6.23,1.35,20020523
002676,顺威股份,塑料,广东,63.97,4275.22,16000,172762.13,114319.52,39793.53,62074.21,3.88,0.246,6.61,3.18,20120525
002477,雏鹰农牧,农业综合,河南,0,47586.83,93905.6,674633.75,237533.59,233664.34,124658.5,1.33,-0.079,2.97,3.54,20100915
600566,济川药业,机械基件,湖北,33.19,17063.03,78145.46,335771.59,197817.36,89353.75,98768.36,1.26,0.665,2.94,7.51,20010822
002389,南洋科技,元器件,浙江,157.15,25936.96,58135.8,283888.75,79752.8,62940.41,121400.01,2.09,0.09,3.65,3.6,20100413
603368,柳州医药,医药商业,广西,36.21,2250,11250,332456.06,310699.88,1607.18,8503.6,0.76,1.123,6.45,8.4,20141204
600850,华东电脑,电脑设备,上海,88.6,17103.15,32174.49,369479.31,357112.81,3089.04,0,0,0.522,4.12,14.97,19940324
000582,北部湾港,港口,广西,25.81,14205.9,83214.95,860437.5,127222.42,579868.19,73255.11,0.88,0.597,4.02,5.11,19951102
002198,嘉应制药,中成药,广东,75.56,37428.57,50750.98,101828.93,30989.26,19084.49,12340.65,0.24,0.1,1.66,6.06,20071218
002713,东易日盛,装修装饰,北京,183.98,3121.01,12484.04,169729.56,138302.09,11584.48,51773.01,4.15,0.21,6.72,7.4,20140219
002742,三圣特材,其他建材,重庆,37.71,2400,9600,145233.56,0,0,0,0,1.053,9.48,4.19,20150217
600834,申通地铁,公共交通,上海,52.48,47738.19,47738.19,212779.7,7315.16,147535.56,8189.47,0.17,0.174,2.81,4.34,19940224
002378,章源钨业,小金属,江西,141.66,42821.35,46208.37,309666.22,144638.63,106145.47,47468.32,1.03,0.13,3.42,7.19,20100331
600355,精伦电子,元器件,湖北,0,24604.46,24604.46,56717.73,39117.5,15107.3,32707.93,1.33,-0.052,1.63,7.24,20020613
600327,大东方,百货,江苏,23.89,52171.17,52171.17,458439.91,223210.7,116206.51,4144.96,0.08,0.269,2.78,3.08,20020625
603588,高能环境,环境保护,北京,149.61,4040,16160,197887.25,82246.7,10501.82,30103.02,1.86,0.276,7.88,6.99,20141229
000546,金圆股份,水泥,吉林,39.55,14623.8,59843.94,408962.13,65397.53,278028.28,61758.38,1.03,0.3,2.73,3.14,19931215
002221,东华能源,石油贸易,江苏,262.3,44718.82,69234.61,1168181.5,688620.63,102638.97,183679.13,2.65,0.07,4.01,5.75,20080306
000932,华菱钢铁,普钢,湖南,197.5,301503.97,301565,6787897,2119426.75,3949562.5,702767.75,2.33,0.014,3.38,1.11,19990803
600366,宁波韵升,电器仪表,浙江,43.77,51449.76,51449.76,384448.59,239101.8,73433.21,29238.36,0.57,0.369,5.99,3.59,20001030
300344,太空板业,其他建材,北京,1447.02,10422.41,24124.8,95048.31,46894.89,9597.69,33510.98,1.39,0.004,2.97,2.9,20120801
000893,东凌粮油,食品,广东,0,38782.6,40767,762265.13,631684.75,120219.26,46239.34,1.13,-0.614,1.95,6.63,19981224
